https://lesmissnyc.com/collections/	Less Miss	"283 Mott St, New York, NY 10012"																																																																					
https://megest1994.com/	Meg	"262 Mott St, New York, NY 10012"	"376 Atlantic Ave, Brooklyn, NY 11217"	"104 N 8th Street, Brooklyn, NY 11249"																																																																			
https://coclico.com/	Coclico	"275 Mott St, New York, NY 10012"																																																																					
https://meilleur-moment.com/	Meilleur Moment	"257 Elizabeth St, New York, NY 10012"																																																																					
https://corridornyc.com/	Corridor	"245 Elizabeth St, New York, NY 10012"	"145 Wythe Ave, Brooklyn, NY 11249"	"165 Dekalb Ave, Brooklyn, NY 11217"	"322 Bleecker St, New York, NY 10014"	"141 North Larchmont Blvd, Los Angeles, CA 90004"	"535 California Ave, Los Angeles, CA 90291"	"1541 Echo Park Ave, Los Angeles, CA 90026"																																																															
https://www.neverfullydressed.com/	Never Fully Dressed	"243 Elizabeth St, New York, NY 10012"																																																																					
https://natiboutique.com/	Nati Boutique	"44 Prince St, New York, NY 10012"	"317 Bleecker Street, New York, NY, 10014"	"1503 Abbot Kinney, Venice, CA, 90291"	"211 Manhattan Beach Boulevard, Manhattan Beach, CA, 90266"	"3404 Via Lido A & B, Newport Beach, CA 92663"	"130 N Larchmont Blvd, Los Angeles, CA 90004"	"3835 Cross Creek Rd Space 14, Malibu, CA 90265"	"30745 Pacific Coast Hwy #8B, Malibu, CA 90265"																																																														
https://descendantofthieves.com/	Descendant of Thieves	"247 Mulberry St, New York, NY 10012"	"247 Mulberry St, New York, NY 10012"																																																																				
https://www.cleveralice.com/	Clever Alice	"4 Prince St, New York, NY 10012"																																																																					
https://mutebyjl.co/	Mute by JL	"219 Mott St Store 1, New York, NY 10012"																																																																					
https://tombolocompany.com/	Tombolo	"208 Mott St, New York, NY 10012"																																																																					
https://aberizk.com/	Aberizk	"9 Spring St, New York, NY 10012"																																																																					
https://onsclothing.com/	ONS Clothing	"201 Mulberry St, New York, NY 10012"																																																																					
https://retrofete.com/	Retrofête	"99 Spring St, New York, NY 10012"																																																																					
https://arisoho.com/	Ari	"471 W Broadway, New York, NY 10012"	"2317 Collins Ave, Miami Beach, FL 33139"	"327 N Beverly Dr, Beverly Hills, CA 90210"	"25 N Dean St, Englewood, NJ 07631"																																																																		
https://www.jennikayne.com/collections	Jenni Kayne	"125 Greene St, New York, NY 10012"																																																																					
https://www.kirnazabete.com/?utm_source=google&utm_medium=gmb-soho	Kirna Zabête	"160 Mercer St, New York, NY 10012"	"943 Madison Ave, New York, NY 10021"	"340 Royal Poinciana Way, Palm Beach, FL 33480"	"106 NE 40th Street, Miami, FL 33137"	"2001 Warfield Drive, Nashville, TN 37215"	"66 Newtown Lane, East Hampton, NY 11937"																																																																
https://doors.nyc/	Doors	"425 W Broadway, New York, NY 10012"																																																																					
https://misscircle.com/	Miss Circle	"417 W Broadway, Manhattan, NY 10012"																																																																					
https://mureandgrand.com/	Mure and Grand	"155 Spring St, New York, NY 10012"																																																																					
https://www.rouje.com/en-us/blogs/stores/new-york	Rouje	"476 Broome St, New York, NY 10013"																																																																					
https://www.rails.com/collections	Rails	"54 Greene St, New York, NY 10013"	"15 Prince St, New York, NY 10012"	"11621 Rock Rose Ave, Austin, TX 78758"	"270 NE Buckhead Ave, Atlanta, GA 30305"	"4852 Bethesda Ave, Bethesda, MD 20814"	"140 Newbury St, Boston, MA 02116"	"841 W Armitage Ave, Chicago, IL 60614"	"900 N Rush St., Chicago, IL 60611"	"3239 M St NW, Washington, DC 20007"	"888 Westheimer Rd, Houston, TX 77006"	"3200 N Sepulveda Blvd S110, Manhattan Beach, CA 90266"	"2212 12th Ave South, Nashville, TN 37204"	"1083 Newport Center Dr, Newport Beach, CA 92660"	"180 El Camino Real, Palo Alto, CA 94304"	"541 Hayes St, San Francisco, CA 94102"	"15257 N Scottsdale Rd, Scottsdale, AZ 85254"																																																						
http://www.shopisalis.com/	Isalis	"22 Prince St, New York, NY 10012"	"353 Bleecker St, New York, NY 10014"	"2127 Union St., San Francisco, CA 94123"	"2326 Fillmore St., San Francisco, CA 94115"																																																																		
http://www.assemblynewyork.com/	Assembly	"170 Ludlow St, New York, NY 10002"																																																																					
https://thefrankieshop.com/collections/	Frankie Shop	"59 Crosby Street, New York, NY 10012"	"100 Stanton Street, New York, NY 10002"																																																																				
https://pilgrimnyc.com/	Pilgrim	"70 Orchard St, New York, NY 10002"																																																																					
https://boutiqueludivine.com/	Ludivine	"24 E 73rd St, New York, NY 10065"																																																																					
https://www.shopburu.com/	BURU Boutique	"1042 Lexington Ave, New York, NY 10021"	"319 Worth Avenue, Palm Beach, FL 33480"	"128 Market Street, Charleston, SC 29401"																																																																			
https://www.shopmixology.com/collections/	Mixology Clothing Company	"1422 3rd Ave, New York, NY 10028"	"30 N Prospect Ave, Lynbrook, New York 11563"	"1644 Merrick Road, Merrick, New York 11566"	"3553 Long Beach Road, Oceanside, New York 11572"	"373 Willis Ave, Roslyn Heights, NY 11577"	"124 S Ridge Street, Rye Brook, New York 10573"	"45 Spencer Place, Scarsdale, New York 10583"	"125 Main Street, Westhampton Beach, New York, 11978"	"148 Main Street, Westhampton Beach, New York 11978"	"7923 Jericho Turnpike, Woodbury, NY 11797"	"65 VerValen Street, Closter, NJ 07624"	"1160 Town Center, Livingston, New Jersey 07039"	"Marlboro Plaza 90 US-9, Marlboro, New Jersey 07726"	"8158 Glades Road Boca Raton, Florida 33434"																																																								
https://www.designerrevival.com/	Designer Revival	"324 E 81st St, New York, NY 10028"																																																																					
https://pookieandsebastian.com/	Pookie & Sebastian	"1480 3rd Ave, New York, NY 10028"	"154 Mineola Avenue Unit B, Roslyn Heights, NY 11577"	"3101 PGA Boulevard Unit 203, Palm Beach Gardens, FL 33410"	"6000 Glades Road, Unit #1084, Boca Raton, FL 33431"	"19501 Biscayne Blvd, Unit #2037, Aventura, FL 33180"																																																																	
https://frenchsoleshoes.com/collections/	French Sole	"980 Lexington Ave, New York, NY 10021"																																																																					
https://blueandcream.com/	Blue & Cream	"1196 Madison Ave, New York, NY 10128"	"60 On The Circle, East Hampton, NY 11937"	"409 Bleecker St, New York, NY 10014"	"48 Post Rd E, Westport, CT 06880"																																																																		
https://www.marinelayer.com/	Marine Layer	"367-369 Bleecker St, New York, NY 10014"																																																																					
https://www.jamesperse.com/	James Perse	"368 Bleecker St, New York, NY 10014"	"1146 Madison Avenue, New York, NY 10028"	"1000 3rd Ave, New York, NY 10022"	"60 Mercer Street, New York, NY 10013"	"257 Church St, New York, NY 10013"	"1 Lafayette Court, Greenwich, CT 06830"	"5840 Glades Road, Boca Raton, FL 33431"	"9700 Collins Avenue Suite 212, Bal Harbour, FL 33154"	"3915 NE 1st Ave, Miami, FL 33137"	"340 Royal Poinciana Way Suite M327, Palm Beach, FL 33480"	"1515 Sheridan Road Unit 23, Wilmette, IL 60091"	"40 Highland Park Village, Dallas, TX 75205"	"12109 Ventura Place Unit A, Studio City, CA 91604"	"14060 Riverside Drive, Sherman Oaks, CA 91423"	"8914 Melrose Avenue, West Hollywood, CA 90069"	"143 N Robertson Boulevard, Los Angeles, CA 90048"	"357 North Canon Drive, Beverly Hills, CA 90210"	"225 26th Street Suite 7, Santa Monica, CA 90402"	"3939 Cross Creek Road Suite E-100, Malibu, CA 90265"	"1803 Westcliff Drive, Newport Beach, CA 92660"	"1221 Coast Village Road, Santa Barbara, CA 93108"	"4305 La Jolla Village Drive Suite #2478, San Diego, CA 92122"																																																
https://www.joyfolie.com/	Joyfolie	"345 Bleecker St, New York, NY 10014"																																																																					
https://www.aninebing.com/collections/	Annie Bing	"330 Bleecker St, New York, NY 10014"	"75 GREENE STREET, NEW YORK, NY 10012"	"542 DERBY LANE, CENTRAL VALLEY, NY 10917"	"807 WASHINGTON STREET, NEW YORK, NY 10014"	"2110 NORTHERN BOULEVARD, UNIT H, MANHASSET, NEW YORK 11030"	"85 N 3RD STREET, BROOKLYN, NY 11249"	"19501 BISCAYNE BOULEVARD, SUITE 1908, AVENTURA, FL 33180"	"1800 SAWGRASS MILLS CIRCLE, UNIT #4073, SUNRISE, FL 33323"	"1200 MORRIS TURNPIKE, UNIT B-260, SHORT HILLS, NJ 07078"	"114 NEWBURY STREET, BOSTON, MA 02116"	"21 E CHESTNUT STREET, CHICAGO, IL 60611"	"98 OAKBROOK CENTER, OAK BROOK, IL 60523"																																																										
https://www.blueingreensoho.com/	Blue in Green	"8 Greene St., New York, NY 10013"	"3299 Brighton Blvd #108 Denver, CO 80216"	"312 N Highland Ave, C, Atlanta, GA 30307"																																																																			
https://www.billyreid.com/collections/	Billy Reid	"276 5th Ave. Suite 200, New York, NY 10001"	"94 Charles Street, New York, NY 10014"	"3029 Bolling Way NE, Atlanta, GA 30305"	"1202 S. Congress Ave, Austin, TX 78704"	"150 King Street, Charleston, SC 29401"	"220 W Illinois Street Level 1, Suite 114/5, Chicago, IL 60654"	"845 W. Randolph Street, Chicago, IL 60607"	"1902 N Henderson Ave., Dallas, TX 75206"	"190 N Canon Drive Suite 208, Beverly Hills, CA 90210"	"1200 Villa Place Suite 403, Nashville, TN 37212"	"3927 Magazine Street, New Orleans, LA 70115"	"501 Jackson St., San Francisco, CA 94111"	"2304 14th St NW, Washington, D.C. 20009"	"2807 2nd Ave S, Birmingham, AL 35233"																																																								
https://minnierose.com/collections/	Minnierose	"1019 Lexington Ave, New York, NY 10021"																																																																					
https://travismathew.com/collections/	Travis Mathew	"630 Old Country Rd, #2031A, Long Island, NY 11530"																																																																					
https://www.everlane.com/collections/	everlane	"28 Prince St., New York, NY 10012"	"104 N 6th St, Brooklyn, NY 11249"	"160 N Gulph Rd, King of Prussia, PA 19406"																																																																			
https://jpress.com/collections/	J. Press	"51 East 44th St., New York, NY 10017"	"1801 L Street NW, Washington, D.C. 20036"	"262 Elm Street, New Haven, Connecticut 06511"																																																																			
https://cuevashop.com/collections/	Cueva	"86 Christopher St, New York, NY 10014"	"49 Franklin St, Brooklyn, NY 11222"																																																																				
https://chcmshop.com/collections/	C’H’C’M	"2 Bond St, New York, NY 10012"																																																																					
https://www.sabah.am/collections/	Sabah	"56 Bleeker St, New York, NY 10012"	"168 Wythe Ave, Brooklyn, NY 11211"	"1401 S Congress Ave, Austin, TX 78704"	"137 Main St, Amagansett, NY 11930"																																																																		
https://kith.com/collections/	Kith	"337 Lafayette St, New York, NY 10012"	"233 Flatbush Ave, Brooklyn, NY 11217"	"25 Kent Ave Suite 102, Brooklyn, NY 11249"	"2080 Northern Blvd, Manhasset, NY 11030"	"262 N. Rodeo Drive, Beverly Hills, CA 90210"	"8500 Sunset Blvd, West Hollywood, CA 90069"	"23465 Civic Center Way Suite #110, Malibu, CA 90265"	"69 NE 41st Street, Miami, FL 33137"	"1931 Collins Ave, Miami Beach, FL 33139"	"54 E Walton St, Chicago, IL 60611"	"4600 McKinney Ave, Dallas, TX 75205"																																																											
https://nostandingnyc.com/collections/	No Standing NYC	"65 W Houston St, New York, NY 10012"																																																																					
https://oroborostore.com/collections/	Oroboro	"217 Mott Street, New York, NY 10012"																																																																					
https://www.shopdoen.com/products/	Doen	"384 Bleecker St, New York, NY 10014"	"1014 COAST VILLAGE RD SUITE C, SANTA BARBARA, CA 93108"	"NANTUCKET 32 MAIN STREET, NANTUCKET, MA 02554"	"1013 MADISON AVE, NEW YORK, NY 10075"	"11 MADISON STREET, SAG HARBOR, NY 11963"																																																																	
https://megest1994.com/collections/	Meg	"262 Mott St, New York, NY 10012"	"376 Atlantic Ave, Brooklyn, NY 11217"	"104 N 8th Street Brooklyn, NY"																																																																			
https://bocnyc.com/collections/	Bouncy	"410 Columbus Avenue, New York, NY 10024"	"1321 Madison Ave, New York NY 10128"																																																																				
https://liana.nyc/collections/	Liana	"324 Columbus Avenue, New York, NY 10023"																																																																					
https://atemponewyork.com/collections/	A Tempo	"300 Columbus Ave, New York, NY 10023"																																																																					
https://leset.com/products/	Leset	"380 Bleecker St., New York, NY 10014"																																																																					
https://www.muji.us/collections/	MUJI	"127 E 59th Street, New York, NY 10022"	"620 8th Avenue, New York, NY 10018"	"75 9th Avenue, Suite 1A55, New York, NY 10011"	"475 5th Avenue, New York, NY 10017"	"20 Hudson Yards, New York, NY 10001"	"16 W 19th Street, New York, NY 10011"	"455 Broadway, New York, NY 10013"	"200 Wythe Avenue, Brooklyn, NY 11249"	"52 Cooper Square, New York, NY 10003"	"48 Brattle Street, Cambridge, MA 02138"	"359 Newbury St, Boston, MA 02115"	"621 SW 5th Avenue, Portland, OR 97204"																																																										
https://lara.com/products/	Lara	"49C W 37th St, New York, NY 10018"																																																																					
https://www.ajsjewelers.com/collections	AJ’s Jewelry	"57-44 Myrtle Ave, Ridgewood, NY 11385"																																																																					
https://shopfavoritedaughter.com/	Favorite Daughter	"1133 Madison Ave, New York, NY 10028"	"427 N Beverly Drive, Beverly Hills, CA 90210"	"2212 12th Avenue South, Nashville, TN 37204"																																																																			
https://vuoriclothing.com/collections/	Vuori	"110 N 6th St, Brooklyn, NY 11211"	"106 Spring St, New York, NY 10012"	"120 5th Ave, New York, NY 10011"	"1151 3rd Ave, New York, NY 10065"	"201 Columbus Ave, New York, NY 10023"	"1153 Madison Ave, New York, NY 10028"	"1950 Northern Blvd Unit B4-B, Manhasset, NY 11030"	"630 Old Country Rd, Garden City, NY 11530"	"1 Garden State Plaza Parkway Unit D1A, Level 2, Paramus, NJ 07652"	"1200 Morris Tpke D215, Short Hills, NJ 07078"																																																												
https://shopmashburn.com/pages/	Mashburn	"1198 Howell Mill Rd NW, Atlanta, GA 30318"	"6401 Carnegie Blvd, Charlotte, NC 28211"	"4615 Cole Ave, Dallas, TX 75205"	"2515 River Oaks Blvd, Houston, TX 77019"	"225 26th St Ste 34, Santa Monica, CA 90402"	"1316 Adams St, Nashville, TN 37208"	"926 Madison Ave, New York, NY 10021"	"3206 N St NW, Washington, DC 20007"																																																														
https://malbon.com/collections/	Malbon	"8471 Melrose Pl, Los Angeles, CA 90069"	"37 Crosby St, New York, NY 10013"	"Between 5th and, San Carlos Square, 6th Ave Unit 2, Carmel-By-The-Sea, CA 93921"	"3034 Grand Ave Spc 3, Miami, FL 33133"	"7030 E Greenway Pkwy, Scottsdale, AZ 85254"	"Malbon, 833 W Randolph St, Chicago, IL 60607"	"1265 Wisconsin Ave NW, Washington, DC 20007"	"713 Heights Blvd, Houston, TX 77007"																																																														
https://www.vince.com/	Vince	"240 26th Street, Suite 101, Santa Monica, CA 90402"	"110 Stanford Shopping Center, Palo Alto, CA 94304"	"89 Mercer Street, New York, NY 10012"	"1005 Madison Avenue, New York, NY 10075"	"2212 12th Avenue South, Space 108, Nashville, TN 37204"																																																																	
