https://clava.com/collections																																													
https://us.drakes.com/collections/																																													
https://tiptopshoes.com/collections/	Tip Top Shoes	"155 W 72nd St, New York, NY 10023"																																											
https://naot.com/collections/																																													
https://mdumasandsons.com/collections	M Dumas & Sons	"M. Dumas & Sons, 294 King St, Charleston, SC 29401"	"1242 Belk Dr, Mt Pleasant, SC 29464"	"132 Market St, Charleston, SC 29401"	"1225 Belk Dr, Mt Pleasant, SC 29464"																																								
https://wolfandshepherd.com/collections/																																													
https://www.keenfootwear.com/products/																																													
https://sarah-flint.myshopify.com/collections																																													
https://snibbs.co/products/																																													
https://tradehome.com/collections/																																													
https://www.matissefootwear.com/products/																																													
https://soledesire.com/products/	Sole Desire	"145 3rd St, Santa Rosa, CA 95401"	"11 E Napa St A, Sonoma, CA 95476"	"801 2nd St, Davis, CA 95616"	"2521 Fair Oaks Blvd, Sacramento, CA 95825"	"1013 Galleria Blvd #170, Roseville, CA 95678"																																							
https://larroude-com.myshopify.com/collections																																													
https://www.beekshop.com/products/																																													
https://www.shawshoes.com/collections	Shaw Shoes	"2001 Union Street, San Francisco, CA 94123"																																											
https://saola.com/products																																													
https://olukai.com/collections/	OluKai	"338 King Street Unit A, Charleston, SC 29401"	"1 N. Hotel Street, Honolulu, HI. 96817"	"1600 E Buena Vista Dr Suite C21, Lake Buena Vista, FL 32830"	"66-111 Kamehameha Hwy, Shop #201, Hale‘iwa, HI 96712"	"2005 Kalia Rd. Ali'i Tower Shop #241, Honolulu, HI 96815"	"851 Spectrum Center Dr., Irvine, CA 92618"	"2829 Ala Kalanikaumaka St., Suite H-155, Koloa, HI 96756"	"7884 Girard Ave. La Jolla, CA 92037"	762 5th Ave. S Naples FL 34102	"700 S Rosemary Ave. #134; West Palm Beach, FL 33401"																																		
https://shoemarketnyc.com/collections	Shoe Market	"197 Bedford Ave, Brooklyn, NY 11211"																																											
https://www.stevescomfortshoes.com/collections	Steve’s Shoes	"2500 Central Park Ave, Yonkers, NY 10710"																																											
https://www.361usa.com/products																																													
https://www.stevemadden.com/collections	Steve Madden	"3 Times Square, New York, NY 10036"	"41 W. 34th Street, New York, NY 10001"	"494 Broadway, New York, NY 10012"	"1 American Dream Way Space C235A, East Rutherford, NJ 07073"	"90-15 Queens Blvd. Suite #1063, Elmhurst, NY 11373"	"651 Kapkowski Rd. Space #2200, Elizabeth, NJ 07201"	"2153 Garden State Plaza Space B7-C1, Paramus, NJ 07652"	"8000 Mall Walk Suite 7010, Yonkers, NY 10704"	"630 Old Country Road Space #2043, Garden City, NY 11530"																																			
https://almadalabel.com/collections/																																													
https://namiofficiel.com/products/																																													
https://www.astrthelabel.com/																																													
https://www.vicicollection.com/	VICI	"1030 Dr. M.L.K JR. Blvd., Nashville TN 37203"	"2200 Courage Drive Ste A, Fairfield CA 94533"																																										
https://bohme.com/collections/																																													
https://www.fortunateone.com/																																													
https://modcloth.com/collections/																																													
https://www.hazelandolive.com/	Hazel & Olive	"115 S Goliad St Suite 102, Rockwall, TX 75087"																																											
https://shopimpressions.com/collections/																																													
https://www.toddsnyder.com/collections/	Todd Snyder	"1337 Abbot Kinney Blvd, Venice, CA 90291"	"189 Grove Drive, Space #H 20, Los Angeles, CA 90036"	"590 Hayes Street, San Francisco, CA 94102"	"1809 Larkspur Landing, Circle, Space 15A, Larkspur, CA 94939"	"1061 Newport Center Dr, Newport Beach, CA 92660"	"334 Santana Row, Suite 1020, San Jose, CA 95128"	"321 Greenwich Ave., Greenwich, CT 06830"	"9700 Collins Ave, Space 215, Bal Harbour, FL 33154"	"272 Buckhead Avenue, Atlanta, GA 30305"	"815 W Armitage Ave, Chicago, IL 60614"	"70 Pier 4 Blvd., Suite 230, Boston, MA 02210"	"27 Boylston St #235, Chestnut Hill, MA 02467"	"2104 Northern Blvd., Manhasset, NY 11030"	"75 Main St, East Hampton, NY 11937"	"25 E 26th St, New York, NY 10010"	"235 W Broadway, New York, NY 10013"	"620 Fifth Ave, New York, NY 10020"	"1165 Madison Ave, New York, NY 10028"	"85 North 3rd St., Brooklyn, NY 11249"	"4174 The Strand, Space 321, Columbus, OH 43219"	"2212 12th Ave South Space A1, Nashville, TN 37204"	"8687 N. Central Expressway Space N1-1212, Dallas, TX 75225"	"1101 S Congress Ave, Building 2, Suite 145, Austin, TX 78704"	"3211 M Street NW, Washington, DC 20007"																				
https://www.piniparma.com/en-us/collections/																																													
https://stagprovisions.com/collections/																																													
https://www.taylorstitch.com/collections/																																													
https://www.trueclassictees.com/products/																																													
https://www.enzocavalli.com/collections/																																													
https://9thstreetclothingco.com/collections/	9th Street Clothing Co.	"410 E 2nd Street, Yankton, South Dakota 57078"																																											
https://www.alapageboutique.com/collections/	Alapage	"25 South River Road, #301, Bedford, NH  03110"																																											
https://apparel.onepeloton.com/collections/																																													
https://arrow-twenty-two.myshopify.com/collections/	Arrow 22	"1057 West 130 South #140 Logan, Utah 84321"																																											
https://atpresent.com/collections/																																													
https://beauoutfitters.com/products/	Beau Outfitters	"1972 San Marco Boulevard Jacksonville, Florida 32207"																																											
bigshoes.com	Big Shoes	"4314 Willow Springs Rd, Austin, TX 78745"																																											
blueowl.us	Blue Owl	"124 NW Canal St, Suite 1, Seattle, WA 98107"																																											
https://www.blvdmb.com/collections/																																													
bronsonshop.com																																													
citymarketboutique.myshopify.com	City Market Boutique	"3215 N Oak St. Ext. Suite A Valdosta, Ga 31605"																																											
dansonjewelers.com	Danson Jewelers	"33 W. Allendale Avenue, Allendale, NJ 07401"																																											
https://deanaccessories.net/collections/	Dean Accessories	"Los Feliz is at 1951 Hillhurst Ave, Los Feliz Ca 90027"																																											
https://digsny.com/collections/	DIGS	"1054 Third Ave, Manhattan, NY"	"3117 Commodore Plz, Miami, FL"																																										
https://dudesboutique.com/products/																																													
https://footprintusa.co/products/	FOOTPRINT	"1701 Taraval St, San Francisco CA 94116"	"9 Colma Blvd, Colma, CA 94014"																																										
https://www.foxtrotboutique.com/collections/	Fox Trot	"15 N Block Ave, Fayetteville, AR 72701"																																											
https://www.freidarothman.com/collections/																																													
https://www.handinpocket.com/collections/	Hand In Pocket	"3519 A Northside Pkwy NW, Atlanta, GA 30327"																																											
https://ili-new-york.myshopify.com/collections/																																													
https://kin-phl.myshopify.com/	KIN Boutique	"1010 Pine St, Philadelphia, Pa 19107"																																											
https://lemsshoes.myshopify.com/products/																																													
https://msblue.com/collections/																																													
https://packershoes.com/collections/	Packer Shoes	"382 Marin Blvd, Jersey City, NJ 07302"	"941 Teaneck Road, Teaneck, NJ, 07666-4519"																																										
https://www.pennersinc.com/collections/	Penner’s	"311 W.Commerce, San Antonio, TX, 78205"																																											
https://quattrotizi.com/products/																																													
https://rachelcomey.com/products/	Rachel Comey	"95 Crosby Street, New York, NY 10012"																																											
https://www.rainbowshops.com/products/	Rainbow	"603 8th Ave, New York, NY 10018"	"773 Broadway, Brooklyn, NY 11206"	"1958 3rd Ave, New York, NY 10029"	"1295 Broadway, Brooklyn, NY 11221"	"493 Fulton St, Brooklyn, NY 11201"	"1220 Fulton St, Brooklyn, NY 11216"	"308 W 125th St, New York, NY 10027"	"226 W 125th St, New York, NY 10027"																																				
https://ramseyoutdoor.com/collections/	Ramsey Outdoor	"835 Route 17 South, Ramsey, NJ 07446"	"Roxbury Mall, 281 Route 10 East, Succasunna, NJ 07876"																																										
https://rooseveltandco.com/collections/	Roosevelt & Company	"114 Clinton Ave E, Suite 102, Huntsville, Alabama"																																											
https://www.shoeinn.com/products/																																													
shoesnfeet.com	SHOES n FEET	"15015 Main Street, #102 Kelsey Creek Center, Bellevue, WA 98007"																																											
https://www.shopmelissa.com/products/																																													
https://www.sora-nyc.com/collections/	SORA	"73 Orchard Street, NY, New York 10002"																																											
https://www.stadiumgoods.com/products/	Stadium Goods	"412 Broadway, New York, NY 10013"																																											
https://standardandstrange.com/products/	Standard and Strange	"55 Hearst Avenue Berkeley, CA 94710"	"201 Galisteo Street Santa Fe, NM 87501"	"238 Mulberry Street New York, NY 10012"																																									
https://www.thepomegranateboutique.com/collections/	The Pomegranate Boutique	920 24th st Sacramento CA 95816																																											
https://thestockistshop.com/products/	The Stockiest	"875 East 900 South, Salt Lake City, UT"																																											
https://truly-yours-boutique.myshopify.com/collections/	Truly Yours Boutique	"698 E Arlington Blvd A, Greenville, NC 27858"																																											
https://us.saboskirt.com/collections/																																													
https://wittmore.com/collections/	WITTMORE	"3430 W Sunset Blvd, Los Angeles, CA 90026"	"137 1/2 Larchmont Blvd, Los Angeles, CA 90004"	"3832 Cross Creek Rd, Malibu, CA 90265"	"4220 N Coldwater Canyon Ave #124, Studio City, CA 91604"																																								
https://shopfavoritesister.com/collections/	Favorite Sister	"150 N Main St, Hudson, OH 44236"																																											
https://carolmargaret-wilmington.com/products	Carol and Margaret	"3500 Oleander Dr, Wilmington, NC 28403, United States"																																											
https://tfu-tfu-usa.com/collections/	Tfu Tfu	"443 Lincoln Rd, Miami Beach, FL 33139"																																											
https://harperwells-boston.com/collections/	Harper & Wells	"73 Greenwood St, Boston, MA 02121, US"																																											
https://www.shopalexis.com/	Alexis																																												
https://us.boden.com/	Boden	"4025 Hillsboro Cir #505, Nashville, TN 37215"	"Avalon 5165 Avalon Blvd, Alpharetta, GA 30009"																																										
https://shopravella.com/collections/	RAVELLA																																												
https://saola.com/collections/	Saola																																												
https://greysonclothiers.com/collections/	Greyson	"Wright-Kay Building, 1500 Woodward Ave, Detroit, MI 48226"	"30 Jobs Ln, Southampton, NY 11968"	"529 King St, Charleston, SC 29403"	"117 W Main St, Harbor Springs, MI 49740"	"1624 W Snow Ave, Tampa, FL 33606"	"40 Monroe Center St NW, Grand Rapids, MI 49503"	"3900 Magazine St, New Orleans, LA 70115"	"700 S Rosemary Ave, West Palm Beach, FL 33401"	"2432 E 3rd Ave, Denver, CO 80206"	"1170 Howell Ml Rd, Atlanta, GA 30318"																																		
https://aputnam.com/collections/	A. Putnam																																												
https://www.overland.com/product/	Overland	"1 Market Square Suite 17D, Portsmouth, NH 03801"	"2466 Main St, Lake Placid, NY 12946"	"332 Broadway, Saratoga Springs, NY 12866"	"31 N Main St, Chagrin Falls, OH 44022"	"140 E Front St, Traverse City, MI 49684"	"752 W Main St, Lake Geneva, WI 53147"	"2096 Nutmeg Ave, Fairfield, IA 52556"	"1011 Howard St, Omaha, NE 68102"	"115 W 2nd St, Fort Worth, TX 76102"	"612 6th St #4, Rapid City, SD 57701"	"74 E San Francisco St, Santa Fe, NM 87501"	"1405 Paseo Del Pueblo Norte, El Prado, NM 87529"	"1512 Larimer St #2r, Denver, CO 80202"	"100 S Main St Ste 8, Breckenridge, CO 80424"	"1 Willow Bridge Rd Ste cs3, Vail, CO 81657"	"426 E Hyman Ave, Aspen, CO 81611"	"612 Lincoln Ave, Steamboat Springs, CO 80487"	"100 W Colorado Ave Unit a, Telluride, CO 81435"	"546 Main Ave, Durango, CO 81301"	"Overland Sheepskin Co., 545B Main St, Park City, UT 84060"	"511 Sun Vly Rd E, Sun Valley, ID 83353"	"10072 Donner Pass Rd, Truckee, CA 96161"	"1202 1st St, Napa, CA 94559"																					
https://us.p448.com/collections/	P448																																												
https://janessaleone.com/collections/	Janessa Leone																																												
https://weardeming.com/collections/	Deming																																												
https://toboot.com/collections/	To Boot New York																																												
https://lagence.com/products/	L’AGENCE																																												
https://www.piniparma.com/en-us/collections/	Piniparma																																												
https://desmondanddempsey.com/collections/	Desmond & Dempsey																																												
https://stateandliberty.com/pages/	State & Liberty	"15147 N Scottsdale Rd, Scottsdale, AZ 85254"	"7857 Girard Ave, La Jolla, CA 92037"	"10250 Santa Monica Blvd, Los Angeles, CA 90067"	"830 Pacific Coast Hwy, El Segundo, CA 90245"	"1005 Newport Center Dr, Newport Beach, CA 92660"	"1151 Galleria Blvd, Roseville, CA 95678"	"147 S Broadway #1110, Walnut Creek, CA 94596"	"2800 E 2nd Ave, Denver, CO 80206"	"1464 17th St, Denver, CO 80202"	"367 Greenwich Ave, Greenwich, CT 06830"	"The Market Place Shopping Center, 72 Main St, Westport, CT 06880"	"1010 E Las Olas Blvd, Fort Lauderdale, FL 33301"	"701 S Miami Ave, Miami, FL 33130"	"2223 N Westshore Blvd #105, Tampa, FL 33607"	"840 W Armitage Ave, Chicago, IL 60614"	"201 Newbury St, Boston, MA 02116"	"234 Legacy Pl, Dedham, MA 02026"	"MarketStreet Lynnfield, 696 Market St, Lynnfield, MA 01940"	"212 S Main St, Ann Arbor, MI 48104"	"141 W Maple Rd, Birmingham, MI 48009"	"2900 Southdale Ctr, Edina, MN 55435"	"17250 Davenport St, Omaha, NE 68118"	"176 5th Ave, New York, NY 10010"	"57 Spring St, New York, NY 10012"	"7875 Montgomery Rd, Cincinnati, OH 45236"	"3992 Gramercy St, Columbus, OH 43219"	"251 Main St, Westlake, OH 44145"	"1000 Ross Park Mall Drive, Room G04E, Pittsburgh, PA 15237"	"1517 Walnut St, Philadelphia, PA 19102"	"354 King St, Charleston, SC 29401"	"103 N Main St, Greenville, SC 29601"	"5060 Broadway, Nashville, TN 37203"	"2126 Abbott Martin Rd, Nashville, TN 37215"	"3699 McKinney Ave, Dallas, TX 75204"	"888 Westheimer Rd, Houston, TX 77006"	"822 Town and Country Blvd, Houston, TX 77024"	"50 S Main St, Salt Lake City, UT 84101"	"629 King St, Alexandria, VA 22314"	"333 N Broadway, Milwaukee, WI 53202"	"234 Bellevue Square, Bellevue, WA 98004"	"8702 Keystone Crossing, Indianapolis, IN 46240"	"122 Marion, Lexington, KY 40517"	"4000 Magazine St, New Orleans, LA 70115"	
https://www.skarlettblue.com/collections/	Skarlett Blue																																												
https://www.thousandfell.com/collections/	Thousand Fell																																												
https://ratefit.com/collections/	RateFit																																												
https://jack1t.com/en-us/collections/	JACK1T																																												
https://www.redvanly.com/collections	Redvanly	"371 Bleecker St, New York, NY 10014"	"475 S Olive Ave, West Palm Beach, FL 33401"	"203 E Maple Rd, Birmingham, MI 48009"	"263 E Main St, Harbor Springs, MI 49740"	"1850 2nd St, Highland Park, IL 60035"																																							
https://www.johnnie-o.com/collections/	Johnnie-O	"2711 Lane Park Rd Unit D12, Mountain Brook, AL 35223"	"15051 N Kierland Blvd Suite 100 F 1-B, Scottsdale, AZ 85254"	"1041 Newport Center Dr, Newport Beach, CA 92660"	"2606 E 3rd Ave, Denver, CO 80206"	"49 Main St, Westport, CT 06880"	"600 Grand Blvd M-104, Miramar Beach, FL 32550"	"19 Plaza Wy Suite 103, Watersound, FL 32461"	"700 S Rosemary Ave #132, West Palm Beach, FL 33401"	"4170 Avalon Blvd, Alpharetta, GA 30009"	"7243 Woodmont Ave Ste 10A, Bethesda, MD 20814"	"4151 Main at North Hills St #120, Raleigh, NC 27609"	"4310 Sharon Rd x21, Charlotte, NC 28211"	"230 Franklin Rd 11 Aa, Franklin, TN 37064"	"2212 12th Ave S #112, Nashville, TN 37204"	"6025 Royal Ln, Dallas, TX 75230"	"1621 River Run, Fort Worth, TX 76107"	"2701 Drexel Dr Unit C, Houston, TX 77027"	"1264 Main Street, Southlake, TX 76092"	"1961 Chain Bridge Rd, Tysons, VA 22102"	"324 20th St Suite 132, Virginia Beach, VA 23451"																								
https://anatomie.com/collections/	Anatomie	"118 N County Rd, Palm Beach, FL 33480"	"6701 NE 4th Ave, Miami, FL 33138"	"520 E Durant Ave, Aspen, CO 81611"	"10600 E Crescent Moon Dr, Scottsdale, AZ 85262"																																								
https://shop.rhoback.com/	Rhoback																																												
https://xsuit.com/products/	XSuit																																												
https://sinkswimwear.com/en-us/products/	SINK																																												
https://www.ychroma.com/products/	Y Chroma																																												
https://shop.bluffworks.com/products/	Bluffworks																																												
https://www.lorenzouomo.com/collections/	Lorenzo Uomo																																												
https://www.lineapelle.com/collections/	Linea Pelle																																												
https://nation.la/collections/	NATION Los Angeles																																												
